512,1024,2048,4096
4.8715,2.4308,1.4087,0.4826
4.0000,2.0000,1.0000,0.0000
2.8279,1.7678,1.2926,0.7059
0.1673,0.1673,0.1673,0.1673
0.1978,0.1826,0.1758,0.1707
0.0306,0.0153,0.0086,0.0035
0.0290,0.0139,0.0081,0.0000
0.0174,0.0118,0.0089,0.0055
