pair_idx,fp_size,num_collisions,tanimoto_exact,tanimoto_compressed,tanimoto_compressed_difference
4081,2048,4,0.1345,0.1479,0.0134
4081,4096,2,0.1345,0.1479,0.0134
4082,512,4,0.1635,0.1863,0.0228
4082,1024,1,0.1635,0.1748,0.0113
4082,2048,1,0.1635,0.1748,0.0113
4082,4096,1,0.1635,0.1748,0.0113
4083,512,8,0.1860,0.2439,0.0579
4083,1024,5,0.1860,0.2143,0.0282
4083,2048,3,0.1860,0.2047,0.0187
4083,4096,2,0.1860,0.1953,0.0093
4084,512,5,0.1714,0.2300,0.0586
4084,1024,3,0.1714,0.2059,0.0345
4084,2048,2,0.1714,0.1942,0.0227
4084,4096,0,0.1714,0.1714,0.0000
4085,512,4,0.1345,0.1548,0.0203
4085,1024,3,0.1345,0.1548,0.0203
4085,2048,1,0.1345,0.1412,0.0067
4085,4096,0,0.1345,0.1345,0.0000
4086,512,5,0.1908,0.2118,0.0210
4086,1024,0,0.1908,0.1908,0.0000
4086,2048,0,0.1908,0.1908,0.0000
4086,4096,0,0.1908,0.1908,0.0000
4087,512,4,0.1500,0.1720,0.0220
4087,1024,2,0.1500,0.1646,0.0146
4087,2048,1,0.1500,0.1572,0.0072
4087,4096,0,0.1500,0.1500,0.0000
4088,512,4,0.1567,0.1923,0.0356
4088,1024,1,0.1567,0.1654,0.0087
4088,2048,1,0.1567,0.1654,0.0087
4088,4096,0,0.1567,0.1567,0.0000
4089,512,5,0.2944,0.3164,0.0219
4089,1024,3,0.2944,0.3090,0.0145
4089,2048,1,0.2944,0.3017,0.0072
4089,4096,0,0.2944,0.2944,0.0000
4090,512,0,0.1529,0.1529,0.0000
4090,1024,0,0.1529,0.1529,0.0000
4090,2048,0,0.1529,0.1529,0.0000
4090,4096,0,0.1529,0.1529,0.0000
4091,512,5,0.1604,0.1942,0.0338
4091,1024,1,0.1604,0.1604,0.0000
4091,2048,0,0.1604,0.1604,0.0000
4091,4096,0,0.1604,0.1604,0.0000
4092,512,3,0.1781,0.2028,0.0247
4092,1024,2,0.1781,0.1944,0.0164
4092,2048,0,0.1781,0.1781,0.0000
4092,4096,0,0.1781,0.1781,0.0000
4093,512,3,0.1575,0.1667,0.0092
4093,1024,2,0.1575,0.1575,0.0000
4093,2048,0,0.1575,0.1575,0.0000
4093,4096,0,0.1575,0.1575,0.0000
4094,512,6,0.1833,0.2348,0.0514
4094,1024,1,0.1833,0.1933,0.0099
4094,2048,1,0.1833,0.1933,0.0099
4094,4096,0,0.1833,0.1833,0.0000
4095,512,2,0.1786,0.1957,0.0171
4095,1024,1,0.1786,0.1871,0.0085
4095,2048,0,0.1786,0.1786,0.0000
4095,4096,0,0.1786,0.1786,0.0000
4096,512,6,0.1145,0.1496,0.0351
4096,1024,2,0.1145,0.1318,0.0173
4096,2048,1,0.1145,0.1231,0.0086
4096,4096,1,0.1145,0.1231,0.0086
4097,512,3,0.2174,0.2444,0.0271
4097,1024,2,0.2174,0.2353,0.0179
4097,2048,1,0.2174,0.2263,0.0089
4097,4096,1,0.2174,0.2263,0.0089
4098,512,4,0.2190,0.2463,0.0273
4098,1024,3,0.2190,0.2370,0.0181
4098,2048,0,0.2190,0.2190,0.0000
4098,4096,0,0.2190,0.2190,0.0000
4099,512,4,0.1649,0.2151,0.0501
4099,1024,1,0.1649,0.1771,0.0121
4099,2048,0,0.1649,0.1649,0.0000
4099,4096,0,0.1649,0.1649,0.0000
4100,512,5,0.1146,0.1630,0.0485
4100,1024,4,0.1146,0.1630,0.0485
4100,2048,3,0.1146,0.1505,0.0360
4100,4096,2,0.1146,0.1383,0.0237
4101,512,6,0.1852,0.2121,0.0269
4101,1024,1,0.1852,0.1940,0.0088
4101,2048,0,0.1852,0.1852,0.0000
4101,4096,0,0.1852,0.1852,0.0000
4102,512,4,0.2101,0.2414,0.0313
4102,1024,2,0.2101,0.2308,0.0207
4102,2048,1,0.2101,0.2203,0.0103
4102,4096,0,0.2101,0.2101,0.0000
4103,512,2,0.0923,0.1008,0.0085
4103,1024,2,0.0923,0.1008,0.0085
4103,2048,2,0.0923,0.1008,0.0085
4103,4096,1,0.0923,0.1008,0.0085
4104,512,6,0.1284,0.1678,0.0395
4104,1024,3,0.1284,0.1517,0.0233
4104,2048,2,0.1284,0.1438,0.0155
4104,4096,1,0.1284,0.1361,0.0077
4105,512,5,0.1966,0.2171,0.0205
4105,1024,2,0.1966,0.2034,0.0068
4105,2048,1,0.1966,0.1966,0.0000
4105,4096,0,0.1966,0.1966,0.0000
4106,512,3,0.3566,0.3672,0.0106
4106,1024,2,0.3566,0.3672,0.0106
4106,2048,1,0.3566,0.3566,0.0000
4106,4096,1,0.3566,0.3566,0.0000
4107,512,5,0.1681,0.1983,0.0302
4107,1024,3,0.1681,0.1983,0.0302
4107,2048,1,0.1681,0.1780,0.0099
4107,4096,0,0.1681,0.1681,0.0000
4108,512,3,0.1591,0.1792,0.0201
4108,1024,2,0.1591,0.1724,0.0133
4108,2048,2,0.1591,0.1724,0.0133
4108,4096,0,0.1591,0.1591,0.0000
4109,512,8,0.2439,0.2671,0.0232
4109,1024,3,0.2439,0.2439,0.0000
4109,2048,1,0.2439,0.2439,0.0000
4109,4096,0,0.2439,0.2439,0.0000
4110,512,5,0.1620,0.2044,0.0424
4110,1024,2,0.1620,0.1786,0.0166
4110,2048,2,0.1620,0.1786,0.0166
4110,4096,2,0.1620,0.1786,0.0166
4111,512,4,0.1667,0.2015,0.0348
4111,1024,2,0.1667,0.1838,0.0172
4111,2048,0,0.1667,0.1667,0.0000
4111,4096,0,0.1667,0.1667,0.0000
4112,512,15,0.1548,0.2436,0.0888
4112,1024,4,0.1548,0.1829,0.0282
4112,2048,4,0.1548,0.1829,0.0282
4112,4096,1,0.1548,0.1617,0.0069
4113,512,9,0.1413,0.1798,0.0385
4113,1024,4,0.1413,0.1602,0.0189
4113,2048,1,0.1413,0.1413,0.0000
4113,4096,0,0.1413,0.1413,0.0000
4114,512,5,0.1610,0.2018,0.0407
4114,1024,4,0.1610,0.1913,0.0303
4114,2048,3,0.1610,0.1810,0.0200
4114,4096,1,0.1610,0.1610,0.0000
4115,512,3,0.2417,0.2521,0.0104
4115,1024,1,0.2417,0.2521,0.0104
4115,2048,0,0.2417,0.2417,0.0000
4115,4096,0,0.2417,0.2417,0.0000
4116,512,6,0.1832,0.2400,0.0568
4116,1024,2,0.1832,0.2016,0.0183
4116,2048,1,0.1832,0.1923,0.0091
4116,4096,0,0.1832,0.1832,0.0000
4117,512,11,0.1458,0.2132,0.0674
4117,1024,3,0.1458,0.1620,0.0161
4117,2048,1,0.1458,0.1538,0.0080
4117,4096,1,0.1458,0.1538,0.0080
4118,512,1,0.2656,0.2756,0.0100
4118,1024,0,0.2656,0.2656,0.0000
4118,2048,0,0.2656,0.2656,0.0000
4118,4096,0,0.2656,0.2656,0.0000
4119,512,4,0.0878,0.1103,0.0225
4119,1024,1,0.0878,0.0878,0.0000
4119,2048,1,0.0878,0.0878,0.0000
4119,4096,0,0.0878,0.0878,0.0000
4120,512,2,0.0833,0.1111,0.0278
4120,1024,1,0.0833,0.1017,0.0184
4120,2048,1,0.0833,0.1017,0.0184
4120,4096,0,0.0833,0.0833,0.0000
4121,512,4,0.2321,0.2545,0.0224
4121,1024,2,0.2321,0.2432,0.0111
4121,2048,0,0.2321,0.2321,0.0000
4121,4096,0,0.2321,0.2321,0.0000
4122,512,2,0.2212,0.2330,0.0119
4122,1024,2,0.2212,0.2330,0.0119
4122,2048,1,0.2212,0.2212,0.0000
4122,4096,0,0.2212,0.2212,0.0000
4123,512,7,0.1778,0.2137,0.0360
4123,1024,3,0.1778,0.1866,0.0088
4123,2048,2,0.1778,0.1778,0.0000
4123,4096,1,0.1778,0.1778,0.0000
4124,512,3,0.1783,0.2063,0.0281
4124,1024,1,0.1783,0.1875,0.0092
4124,2048,0,0.1783,0.1783,0.0000
4124,4096,0,0.1783,0.1783,0.0000
4125,512,5,0.1259,0.1343,0.0084
4125,1024,2,0.1259,0.1343,0.0084
4125,2048,1,0.1259,0.1259,0.0000
4125,4096,0,0.1259,0.1259,0.0000
4126,512,9,0.2195,0.2739,0.0544
4126,1024,3,0.2195,0.2422,0.0227
4126,2048,3,0.2195,0.2422,0.0227
4126,4096,0,0.2195,0.2195,0.0000
4127,512,10,0.2027,0.2448,0.0421
4127,1024,5,0.2027,0.2361,0.0334
4127,2048,4,0.2027,0.2361,0.0334
4127,4096,2,0.2027,0.2192,0.0165
4128,512,2,0.1652,0.1754,0.0102
4128,1024,0,0.1652,0.1652,0.0000
4128,2048,0,0.1652,0.1652,0.0000
4128,4096,0,0.1652,0.1652,0.0000
4129,512,4,0.2241,0.2679,0.0437
4129,1024,2,0.2241,0.2348,0.0106
4129,2048,1,0.2241,0.2241,0.0000
4129,4096,0,0.2241,0.2241,0.0000
4130,512,1,0.0781,0.0952,0.0171
4130,1024,0,0.0781,0.0781,0.0000
4130,2048,0,0.0781,0.0781,0.0000
4130,4096,0,0.0781,0.0781,0.0000
4131,512,6,0.1484,0.1788,0.0304
4131,1024,2,0.1484,0.1558,0.0075
4131,2048,1,0.1484,0.1558,0.0075
4131,4096,0,0.1484,0.1484,0.0000
4132,512,4,0.2222,0.2419,0.0197
4132,1024,1,0.2222,0.2222,0.0000
4132,2048,1,0.2222,0.2222,0.0000
4132,4096,0,0.2222,0.2222,0.0000
4133,512,5,0.1736,0.2137,0.0401
4133,1024,2,0.1736,0.1833,0.0098
4133,2048,1,0.1736,0.1833,0.0098
4133,4096,1,0.1736,0.1833,0.0098
4134,512,5,0.1681,0.2087,0.0406
4134,1024,4,0.1681,0.1983,0.0302
4134,2048,3,0.1681,0.1880,0.0200
4134,4096,2,0.1681,0.1780,0.0099
4135,512,3,0.1260,0.1532,0.0272
4135,1024,2,0.1260,0.1440,0.0180
4135,2048,2,0.1260,0.1440,0.0180
4135,4096,0,0.1260,0.1260,0.0000
4136,512,0,0.2041,0.2041,0.0000
4136,1024,0,0.2041,0.2041,0.0000
4136,2048,0,0.2041,0.2041,0.0000
4136,4096,0,0.2041,0.2041,0.0000
4137,512,2,0.3448,0.3542,0.0093
4137,1024,2,0.3448,0.3542,0.0093
4137,2048,1,0.3448,0.3542,0.0093
4137,4096,1,0.3448,0.3542,0.0093
4138,512,1,0.1610,0.1709,0.0099
4138,1024,0,0.1610,0.1610,0.0000
4138,2048,0,0.1610,0.1610,0.0000
4138,4096,0,0.1610,0.1610,0.0000
4139,512,3,0.1795,0.2026,0.0231
4139,1024,3,0.1795,0.2026,0.0231
4139,2048,2,0.1795,0.1948,0.0153
4139,4096,1,0.1795,0.1871,0.0076
4140,512,3,0.2137,0.2326,0.0188
4140,1024,3,0.2137,0.2326,0.0188
4140,2048,1,0.2137,0.2231,0.0093
4140,4096,0,0.2137,0.2137,0.0000
4141,512,5,0.2396,0.2935,0.0539
4141,1024,3,0.2396,0.2660,0.0264
4141,2048,2,0.2396,0.2526,0.0130
4141,4096,1,0.2396,0.2396,0.0000
4142,512,3,0.1504,0.1818,0.0314
4142,1024,3,0.1504,0.1818,0.0314
4142,2048,3,0.1504,0.1818,0.0314
4142,4096,0,0.1504,0.1504,0.0000
4143,512,5,0.2237,0.2653,0.0416
4143,1024,2,0.2237,0.2400,0.0163
4143,2048,0,0.2237,0.2237,0.0000
4143,4096,0,0.2237,0.2237,0.0000
4144,512,3,0.0337,0.0698,0.0361
4144,1024,1,0.0337,0.0455,0.0117
4144,2048,0,0.0337,0.0337,0.0000
4144,4096,0,0.0337,0.0337,0.0000
4145,512,6,0.1984,0.2276,0.0292
4145,1024,3,0.1984,0.2080,0.0096
4145,2048,3,0.1984,0.2080,0.0096
4145,4096,1,0.1984,0.2080,0.0096
4146,512,4,0.1838,0.2105,0.0267
4146,1024,2,0.1838,0.2015,0.0177
4146,2048,2,0.1838,0.2015,0.0177
4146,4096,0,0.1838,0.1838,0.0000
4147,512,4,0.1832,0.2205,0.0373
4147,1024,4,0.1832,0.2205,0.0373
4147,2048,4,0.1832,0.2205,0.0373
4147,4096,3,0.1832,0.2109,0.0277
4148,512,2,0.1145,0.1318,0.0173
4148,1024,2,0.1145,0.1318,0.0173
4148,2048,0,0.1145,0.1145,0.0000
4148,4096,0,0.1145,0.1145,0.0000
4149,512,0,0.2333,0.2333,0.0000
4149,1024,0,0.2333,0.2333,0.0000
4149,2048,0,0.2333,0.2333,0.0000
4149,4096,0,0.2333,0.2333,0.0000
4150,512,2,0.1546,0.1667,0.0120
4150,1024,2,0.1546,0.1667,0.0120
4150,2048,0,0.1546,0.1546,0.0000
4150,4096,0,0.1546,0.1546,0.0000
4151,512,6,0.1781,0.2199,0.0418
4151,1024,1,0.1781,0.1862,0.0081
4151,2048,0,0.1781,0.1781,0.0000
4151,4096,0,0.1781,0.1781,0.0000
4152,512,1,0.2353,0.2458,0.0105
4152,1024,0,0.2353,0.2353,0.0000
4152,2048,0,0.2353,0.2353,0.0000
4152,4096,0,0.2353,0.2353,0.0000
4153,512,12,0.1117,0.1359,0.0242
4153,1024,7,0.1117,0.1237,0.0120
4153,2048,3,0.1117,0.1176,0.0059
4153,4096,0,0.1117,0.1117,0.0000
4154,512,8,0.1895,0.2381,0.0486
4154,1024,4,0.1895,0.2133,0.0238
4154,2048,1,0.1895,0.1974,0.0078
4154,4096,0,0.1895,0.1895,0.0000
4155,512,4,0.1515,0.1783,0.0268
4155,1024,2,0.1515,0.1692,0.0177
4155,2048,2,0.1515,0.1692,0.0177
4155,4096,2,0.1515,0.1692,0.0177
4156,512,1,0.2314,0.2314,0.0000
4156,1024,0,0.2314,0.2314,0.0000
4156,2048,0,0.2314,0.2314,0.0000
4156,4096,0,0.2314,0.2314,0.0000
4157,512,1,0.1969,0.2063,0.0095
4157,1024,0,0.1969,0.1969,0.0000
4157,2048,0,0.1969,0.1969,0.0000
4157,4096,0,0.1969,0.1969,0.0000
4158,512,4,0.2098,0.2357,0.0259
4158,1024,4,0.2098,0.2357,0.0259
4158,2048,3,0.2098,0.2270,0.0172
4158,4096,1,0.2098,0.2183,0.0085
4159,512,3,0.1567,0.1832,0.0265
4159,1024,2,0.1567,0.1742,0.0175
4159,2048,0,0.1567,0.1567,0.0000
4159,4096,0,0.1567,0.1567,0.0000
4160,512,8,0.2109,0.2448,0.0339
4160,1024,3,0.2109,0.2192,0.0083
4160,2048,2,0.2109,0.2192,0.0083
4160,4096,0,0.2109,0.2109,0.0000
4161,512,5,0.1858,0.2407,0.0549
4161,1024,3,0.1858,0.2182,0.0323
4161,2048,1,0.1858,0.1964,0.0106
4161,4096,0,0.1858,0.1858,0.0000
4162,512,4,0.1462,0.1732,0.0271
4162,1024,1,0.1462,0.1550,0.0089
4162,2048,1,0.1462,0.1550,0.0089
4162,4096,0,0.1462,0.1462,0.0000
4163,512,2,0.1894,0.2077,0.0183
4163,1024,2,0.1894,0.2077,0.0183
4163,2048,1,0.1894,0.1985,0.0091
4163,4096,1,0.1894,0.1985,0.0091
4164,512,4,0.1971,0.2059,0.0088
4164,1024,1,0.1971,0.1971,0.0000
4164,2048,1,0.1971,0.1971,0.0000
4164,4096,0,0.1971,0.1971,0.0000
4165,512,4,0.2134,0.2284,0.0150
4165,1024,2,0.2134,0.2209,0.0074
4165,2048,1,0.2134,0.2134,0.0000
4165,4096,0,0.2134,0.2134,0.0000
4166,512,3,0.0857,0.0983,0.0126
4166,1024,1,0.0857,0.0920,0.0062
4166,2048,1,0.0857,0.0920,0.0062
4166,4096,0,0.0857,0.0857,0.0000
4167,512,2,0.1056,0.1214,0.0158
4167,1024,1,0.1056,0.1135,0.0078
4167,2048,0,0.1056,0.1056,0.0000
4167,4096,0,0.1056,0.1056,0.0000
4168,512,2,0.1759,0.1869,0.0110
4168,1024,2,0.1759,0.1869,0.0110
4168,2048,2,0.1759,0.1869,0.0110
4168,4096,1,0.1759,0.1869,0.0110
4169,512,3,0.1880,0.2193,0.0313
4169,1024,2,0.1880,0.2087,0.0207
4169,2048,1,0.1880,0.1983,0.0102
4169,4096,1,0.1880,0.1983,0.0102
4170,512,3,0.2205,0.2400,0.0195
4170,1024,3,0.2205,0.2400,0.0195
4170,2048,2,0.2205,0.2302,0.0097
4170,4096,1,0.2205,0.2302,0.0097
4171,512,4,0.1102,0.1391,0.0290
4171,1024,2,0.1102,0.1197,0.0095
4171,2048,1,0.1102,0.1102,0.0000
4171,4096,0,0.1102,0.1102,0.0000
4172,512,4,0.1631,0.1971,0.0340
4172,1024,3,0.1631,0.1884,0.0253
4172,2048,0,0.1631,0.1631,0.0000
4172,4096,0,0.1631,0.1631,0.0000
4173,512,8,0.1500,0.1926,0.0426
4173,1024,2,0.1500,0.1583,0.0083
4173,2048,0,0.1500,0.1500,0.0000
4173,4096,0,0.1500,0.1500,0.0000
4174,512,7,0.0970,0.1313,0.0343
4174,1024,6,0.0970,0.1313,0.0343
4174,2048,3,0.0970,0.1104,0.0135
4174,4096,1,0.0970,0.0970,0.0000
4175,512,8,0.1567,0.2016,0.0448
4175,1024,5,0.1567,0.1923,0.0356
4175,2048,3,0.1567,0.1832,0.0265
4175,4096,3,0.1567,0.1832,0.0265
4176,512,14,0.1232,0.1850,0.0618
4176,1024,5,0.1232,0.1505,0.0273
4176,2048,3,0.1232,0.1394,0.0162
4176,4096,0,0.1232,0.1232,0.0000
4177,512,8,0.2012,0.2378,0.0366
4177,1024,4,0.2012,0.2156,0.0144
4177,2048,3,0.2012,0.2156,0.0144
4177,4096,2,0.2012,0.2083,0.0071
4178,512,4,0.1606,0.1866,0.0260
4178,1024,2,0.1606,0.1778,0.0172
4178,2048,1,0.1606,0.1691,0.0085
4178,4096,0,0.1606,0.1606,0.0000
4179,512,4,0.1779,0.1925,0.0146
4179,1024,3,0.1779,0.1925,0.0146
4179,2048,2,0.1779,0.1852,0.0073
4179,4096,1,0.1779,0.1779,0.0000
4180,512,5,0.1765,0.2069,0.0304
4180,1024,3,0.1765,0.1966,0.0201
4180,2048,2,0.1765,0.1864,0.0100
4180,4096,1,0.1765,0.1864,0.0100
4181,512,6,0.1770,0.2202,0.0432
4181,1024,4,0.1770,0.1982,0.0212
4181,2048,1,0.1770,0.1770,0.0000
4181,4096,1,0.1770,0.1770,0.0000
4182,512,1,0.0922,0.1000,0.0078
4182,1024,1,0.0922,0.1000,0.0078
4182,2048,0,0.0922,0.0922,0.0000
4182,4096,0,0.0922,0.0922,0.0000
4183,512,5,0.1167,0.1356,0.0189
4183,1024,2,0.1167,0.1261,0.0094
4183,2048,2,0.1167,0.1261,0.0094
4183,4096,1,0.1167,0.1261,0.0094
4184,512,7,0.1203,0.1722,0.0519
4184,1024,2,0.1203,0.1346,0.0144
4184,2048,1,0.1203,0.1274,0.0071
4184,4096,0,0.1203,0.1203,0.0000
4185,512,4,0.1634,0.1788,0.0154
4185,1024,3,0.1634,0.1711,0.0077
4185,2048,3,0.1634,0.1711,0.0077
4185,4096,1,0.1634,0.1634,0.0000
4186,512,5,0.0600,0.1042,0.0442
4186,1024,3,0.0600,0.0816,0.0216
4186,2048,1,0.0600,0.0600,0.0000
4186,4096,0,0.0600,0.0600,0.0000
4187,512,12,0.1805,0.2661,0.0857
4187,1024,10,0.1805,0.2460,0.0656
4187,2048,8,0.1805,0.2362,0.0558
4187,4096,2,0.1805,0.1894,0.0089
4188,512,5,0.1893,0.2256,0.0363
4188,1024,2,0.1893,0.2036,0.0142
4188,2048,1,0.1893,0.1964,0.0071
4188,4096,0,0.1893,0.1893,0.0000
4189,512,5,0.1957,0.2132,0.0176
4189,1024,2,0.1957,0.1957,0.0000
4189,2048,1,0.1957,0.1957,0.0000
4189,4096,0,0.1957,0.1957,0.0000
4190,512,5,0.1985,0.2362,0.0377
4190,1024,2,0.1985,0.2171,0.0186
4190,2048,2,0.1985,0.2171,0.0186
4190,4096,2,0.1985,0.2171,0.0186
4191,512,5,0.1963,0.2264,0.0301
4191,1024,2,0.1963,0.2037,0.0074
4191,2048,1,0.1963,0.1963,0.0000
4191,4096,0,0.1963,0.1963,0.0000
4192,512,4,0.1228,0.1636,0.0408
4192,1024,2,0.1228,0.1429,0.0201
4192,2048,1,0.1228,0.1327,0.0099
4192,4096,1,0.1228,0.1327,0.0099
4193,512,4,0.1837,0.2340,0.0504
4193,1024,2,0.1837,0.2083,0.0247
4193,2048,1,0.1837,0.1959,0.0122
4193,4096,1,0.1837,0.1959,0.0122
4194,512,9,0.2179,0.2925,0.0746
4194,1024,4,0.2179,0.2500,0.0321
4194,2048,2,0.2179,0.2338,0.0158
4194,4096,1,0.2179,0.2258,0.0079
4195,512,5,0.1761,0.2143,0.0382
4195,1024,2,0.1761,0.1911,0.0150
4195,2048,2,0.1761,0.1911,0.0150
4195,4096,0,0.1761,0.1761,0.0000
4196,512,5,0.1583,0.2015,0.0432
4196,1024,0,0.1583,0.1583,0.0000
4196,2048,0,0.1583,0.1583,0.0000
4196,4096,0,0.1583,0.1583,0.0000
4197,512,8,0.1475,0.1798,0.0322
4197,1024,4,0.1475,0.1667,0.0191
4197,2048,2,0.1475,0.1602,0.0127
4197,4096,0,0.1475,0.1475,0.0000
4198,512,6,0.1724,0.2057,0.0333
4198,1024,3,0.1724,0.1972,0.0248
4198,2048,3,0.1724,0.1972,0.0248
4198,4096,1,0.1724,0.1806,0.0081
4199,512,2,0.2177,0.2377,0.0200
4199,1024,0,0.2177,0.2177,0.0000
4199,2048,0,0.2177,0.2177,0.0000
4199,4096,0,0.2177,0.2177,0.0000
4200,512,10,0.1341,0.1772,0.0431
4200,1024,6,0.1341,0.1625,0.0284
4200,2048,2,0.1341,0.1341,0.0000
4200,4096,0,0.1341,0.1341,0.0000
4201,512,12,0.1591,0.2028,0.0437
4201,1024,7,0.1591,0.1860,0.0270
4201,2048,3,0.1591,0.1697,0.0106
4201,4096,0,0.1591,0.1591,0.0000
4202,512,1,0.1453,0.1552,0.0099
4202,1024,0,0.1453,0.1453,0.0000
4202,2048,0,0.1453,0.1453,0.0000
4202,4096,0,0.1453,0.1453,0.0000
4203,512,4,0.0850,0.1141,0.0291
4203,1024,3,0.0850,0.1067,0.0217
4203,2048,1,0.0850,0.0921,0.0071
4203,4096,0,0.0850,0.0850,0.0000
4204,512,2,0.1628,0.1628,0.0000
4204,1024,1,0.1628,0.1628,0.0000
4204,2048,1,0.1628,0.1628,0.0000
4204,4096,0,0.1628,0.1628,0.0000
4205,512,5,0.1420,0.1824,0.0403
4205,1024,3,0.1420,0.1686,0.0266
4205,2048,1,0.1420,0.1486,0.0065
4205,4096,0,0.1420,0.1420,0.0000
4206,512,4,0.0820,0.1092,0.0273
4206,1024,3,0.0820,0.1000,0.0180
4206,2048,0,0.0820,0.0820,0.0000
4206,4096,0,0.0820,0.0820,0.0000
4207,512,0,0.1939,0.1939,0.0000
4207,1024,0,0.1939,0.1939,0.0000
4207,2048,0,0.1939,0.1939,0.0000
4207,4096,0,0.1939,0.1939,0.0000
4208,512,4,0.1475,0.1765,0.0289
4208,1024,2,0.1475,0.1667,0.0191
4208,2048,2,0.1475,0.1667,0.0191
4208,4096,1,0.1475,0.1570,0.0095
4209,512,5,0.2143,0.2467,0.0324
4209,1024,5,0.2143,0.2467,0.0324
4209,2048,3,0.2143,0.2303,0.0160
4209,4096,1,0.2143,0.2222,0.0079
4210,512,3,0.1679,0.1940,0.0261
4210,1024,1,0.1679,0.1765,0.0086
4210,2048,1,0.1679,0.1765,0.0086
4210,4096,0,0.1679,0.1679,0.0000
4211,512,5,0.1696,0.2130,0.0433
4211,1024,2,0.1696,0.1909,0.0213
4211,2048,0,0.1696,0.1696,0.0000
4211,4096,0,0.1696,0.1696,0.0000
4212,512,7,0.1691,0.1866,0.0174
4212,1024,4,0.1691,0.1866,0.0174
4212,2048,2,0.1691,0.1691,0.0000
4212,4096,0,0.1691,0.1691,0.0000
4213,512,8,0.1508,0.2185,0.0677
4213,1024,4,0.1508,0.1789,0.0281
4213,2048,3,0.1508,0.1694,0.0186
4213,4096,1,0.1508,0.1600,0.0092
4214,512,7,0.1323,0.1568,0.0245
4214,1024,2,0.1323,0.1444,0.0121
4214,2048,1,0.1323,0.1383,0.0060
4214,4096,1,0.1323,0.1383,0.0060
4215,512,3,0.1985,0.2266,0.0281
4215,1024,3,0.1985,0.2266,0.0281
4215,2048,3,0.1985,0.2266,0.0281
4215,4096,0,0.1985,0.1985,0.0000
4216,512,6,0.1517,0.1844,0.0327
4216,1024,2,0.1517,0.1678,0.0161
4216,2048,2,0.1517,0.1678,0.0161
4216,4096,0,0.1517,0.1517,0.0000
4217,512,7,0.0625,0.1007,0.0382
4217,1024,3,0.0625,0.0775,0.0150
4217,2048,1,0.0625,0.0625,0.0000
4217,4096,1,0.0625,0.0625,0.0000
4218,512,6,0.1145,0.1562,0.0418
4218,1024,4,0.1145,0.1420,0.0275
4218,2048,3,0.1145,0.1350,0.0205
4218,4096,0,0.1145,0.1145,0.0000
4219,512,4,0.2153,0.2411,0.0259
4219,1024,1,0.2153,0.2238,0.0085
4219,2048,1,0.2153,0.2238,0.0085
4219,4096,1,0.2153,0.2238,0.0085
4220,512,5,0.1456,0.1683,0.0227
4220,1024,2,0.1456,0.1456,0.0000
4220,2048,1,0.1456,0.1456,0.0000
4220,4096,0,0.1456,0.1456,0.0000
4221,512,6,0.1441,0.1947,0.0506
4221,1024,1,0.1441,0.1538,0.0098
4221,2048,0,0.1441,0.1441,0.0000
4221,4096,0,0.1441,0.1441,0.0000
4222,512,11,0.1883,0.2282,0.0399
4222,1024,9,0.1883,0.2200,0.0317
4222,2048,4,0.1883,0.2039,0.0156
4222,4096,2,0.1883,0.2039,0.0156
4223,512,7,0.2029,0.2576,0.0547
4223,1024,2,0.2029,0.2117,0.0088
4223,2048,2,0.2029,0.2117,0.0088
4223,4096,2,0.2029,0.2117,0.0088
4224,512,7,0.1914,0.2215,0.0302
4224,1024,4,0.1914,0.2138,0.0225
4224,2048,1,0.1914,0.1988,0.0074
4224,4096,1,0.1914,0.1988,0.0074
4225,512,8,0.1481,0.1832,0.0351
4225,1024,1,0.1481,0.1567,0.0086
4225,2048,0,0.1481,0.1481,0.0000
4225,4096,0,0.1481,0.1481,0.0000
4226,512,6,0.2105,0.2432,0.0327
4226,1024,3,0.2105,0.2185,0.0080
4226,2048,1,0.2105,0.2105,0.0000
4226,4096,0,0.2105,0.2105,0.0000
4227,512,8,0.1702,0.2406,0.0704
4227,1024,1,0.1702,0.1786,0.0084
4227,2048,0,0.1702,0.1702,0.0000
4227,4096,0,0.1702,0.1702,0.0000
4228,512,2,0.2444,0.2727,0.0283
4228,1024,0,0.2444,0.2444,0.0000
4228,2048,0,0.2444,0.2444,0.0000
4228,4096,0,0.2444,0.2444,0.0000
4229,512,9,0.1220,0.1646,0.0426
4229,1024,6,0.1220,0.1572,0.0353
4229,2048,5,0.1220,0.1500,0.0280
4229,4096,1,0.1220,0.1288,0.0069
4230,512,15,0.1530,0.2267,0.0737
4230,1024,7,0.1530,0.1788,0.0258
4230,2048,2,0.1530,0.1530,0.0000
4230,4096,0,0.1530,0.1530,0.0000
4231,512,3,0.1818,0.1939,0.0121
4231,1024,1,0.1818,0.1818,0.0000
4231,2048,1,0.1818,0.1818,0.0000
4231,4096,0,0.1818,0.1818,0.0000
4232,512,5,0.1867,0.2192,0.0325
4232,1024,4,0.1867,0.2192,0.0325
4232,2048,2,0.1867,0.2027,0.0160
4232,4096,0,0.1867,0.1867,0.0000
4233,512,3,0.0896,0.1145,0.0250
4233,1024,2,0.0896,0.1061,0.0165
4233,2048,0,0.0896,0.0896,0.0000
4233,4096,0,0.0896,0.0896,0.0000
4234,512,2,0.1228,0.1327,0.0099
4234,1024,1,0.1228,0.1228,0.0000
4234,2048,0,0.1228,0.1228,0.0000
