pair_idx,fp_size,num_collisions,tanimoto_exact,tanimoto_compressed,tanimoto_compressed_difference
414,2048,3,0.1745,0.1905,0.0160
414,4096,1,0.1745,0.1824,0.0079
415,512,11,0.1127,0.1465,0.0337
415,1024,6,0.1127,0.1350,0.0223
415,2048,5,0.1127,0.1350,0.0223
415,4096,2,0.1127,0.1238,0.0110
416,512,2,0.1406,0.1587,0.0181
416,1024,0,0.1406,0.1406,0.0000
416,2048,0,0.1406,0.1406,0.0000
416,4096,0,0.1406,0.1406,0.0000
417,512,6,0.1825,0.2273,0.0448
417,1024,3,0.1825,0.2090,0.0265
417,2048,1,0.1825,0.1912,0.0087
417,4096,0,0.1825,0.1825,0.0000
418,512,6,0.1410,0.1867,0.0456
418,1024,3,0.1410,0.1634,0.0224
418,2048,3,0.1410,0.1634,0.0224
418,4096,0,0.1410,0.1410,0.0000
419,512,3,0.2906,0.3130,0.0224
419,1024,2,0.2906,0.3017,0.0111
419,2048,1,0.2906,0.2906,0.0000
419,4096,1,0.2906,0.2906,0.0000
420,512,2,0.1389,0.1495,0.0106
420,1024,1,0.1389,0.1389,0.0000
420,2048,1,0.1389,0.1389,0.0000
420,4096,0,0.1389,0.1389,0.0000
421,512,9,0.1228,0.1779,0.0551
421,1024,5,0.1228,0.1566,0.0338
421,2048,3,0.1228,0.1429,0.0201
421,4096,1,0.1228,0.1294,0.0066
422,512,3,0.1231,0.1406,0.0175
422,1024,3,0.1231,0.1406,0.0175
422,2048,3,0.1231,0.1406,0.0175
422,4096,1,0.1231,0.1231,0.0000
423,512,8,0.1628,0.2097,0.0469
423,1024,5,0.1628,0.1905,0.0277
423,2048,3,0.1628,0.1719,0.0091
423,4096,0,0.1628,0.1628,0.0000
424,512,4,0.1212,0.1473,0.0261
424,1024,2,0.1212,0.1298,0.0086
424,2048,2,0.1212,0.1298,0.0086
424,4096,0,0.1212,0.1212,0.0000
425,512,3,0.0667,0.0864,0.0198
425,1024,0,0.0667,0.0667,0.0000
425,2048,0,0.0667,0.0667,0.0000
425,4096,0,0.0667,0.0667,0.0000
426,512,6,0.0629,0.1095,0.0466
426,1024,5,0.0629,0.1014,0.0385
426,2048,2,0.0629,0.0780,0.0151
426,4096,2,0.0629,0.0780,0.0151
427,512,5,0.1846,0.2222,0.0376
427,1024,1,0.1846,0.1938,0.0092
427,2048,1,0.1846,0.1938,0.0092
427,4096,1,0.1846,0.1938,0.0092
428,512,5,0.1700,0.2188,0.0487
428,1024,2,0.1700,0.1939,0.0239
428,2048,0,0.1700,0.1700,0.0000
428,4096,0,0.1700,0.1700,0.0000
429,512,4,0.1789,0.2185,0.0396
429,1024,1,0.1789,0.1885,0.0097
429,2048,0,0.1789,0.1789,0.0000
429,4096,0,0.1789,0.1789,0.0000
430,512,7,0.1961,0.2365,0.0404
430,1024,3,0.1961,0.2200,0.0239
430,2048,2,0.1961,0.2119,0.0158
430,4096,2,0.1961,0.2119,0.0158
431,512,2,0.2128,0.2302,0.0174
431,1024,0,0.2128,0.2128,0.0000
431,2048,0,0.2128,0.2128,0.0000
431,4096,0,0.2128,0.2128,0.0000
432,512,5,0.2602,0.3025,0.0424
432,1024,3,0.2602,0.2810,0.0208
432,2048,2,0.2602,0.2705,0.0103
432,4096,0,0.2602,0.2602,0.0000
433,512,7,0.1328,0.1789,0.0460
433,1024,3,0.1328,0.1417,0.0089
433,2048,3,0.1328,0.1417,0.0089
433,4096,2,0.1328,0.1417,0.0089
434,512,3,0.1955,0.1955,0.0000
434,1024,3,0.1955,0.1955,0.0000
434,2048,1,0.1955,0.1955,0.0000
434,4096,1,0.1955,0.1955,0.0000
435,512,10,0.1938,0.2649,0.0712
435,1024,7,0.1938,0.2403,0.0465
435,2048,7,0.1938,0.2403,0.0465
435,4096,4,0.1938,0.2244,0.0306
436,512,1,0.1709,0.1810,0.0101
436,1024,1,0.1709,0.1810,0.0101
436,2048,1,0.1709,0.1810,0.0101
436,4096,0,0.1709,0.1709,0.0000
437,512,4,0.1384,0.1677,0.0294
437,1024,1,0.1384,0.1456,0.0072
437,2048,1,0.1384,0.1456,0.0072
437,4096,1,0.1384,0.1456,0.0072
438,512,5,0.2048,0.2270,0.0222
438,1024,5,0.2048,0.2270,0.0222
438,2048,1,0.2048,0.2048,0.0000
438,4096,0,0.2048,0.2048,0.0000
439,512,9,0.1020,0.1655,0.0634
439,1024,6,0.1020,0.1408,0.0388
439,2048,3,0.1020,0.1250,0.0230
439,4096,2,0.1020,0.1172,0.0152
440,512,4,0.1694,0.2185,0.0491
440,1024,1,0.1694,0.1789,0.0095
440,2048,0,0.1694,0.1694,0.0000
440,4096,0,0.1694,0.1694,0.0000
441,512,8,0.2105,0.2578,0.0473
441,1024,5,0.2105,0.2481,0.0375
441,2048,3,0.2105,0.2385,0.0279
441,4096,1,0.2105,0.2197,0.0092
442,512,7,0.1275,0.1748,0.0473
442,1024,3,0.1275,0.1429,0.0153
442,2048,2,0.1275,0.1351,0.0076
442,4096,0,0.1275,0.1275,0.0000
443,512,10,0.1140,0.1622,0.0482
443,1024,8,0.1140,0.1497,0.0357
443,2048,5,0.1140,0.1376,0.0236
443,4096,2,0.1140,0.1257,0.0117
444,512,2,0.2358,0.2596,0.0238
444,1024,1,0.2358,0.2476,0.0118
444,2048,0,0.2358,0.2358,0.0000
444,4096,0,0.2358,0.2358,0.0000
445,512,4,0.1415,0.1748,0.0332
445,1024,3,0.1415,0.1748,0.0332
445,2048,3,0.1415,0.1748,0.0332
445,4096,0,0.1415,0.1415,0.0000
446,512,2,0.1239,0.1239,0.0000
446,1024,1,0.1239,0.1239,0.0000
446,2048,1,0.1239,0.1239,0.0000
446,4096,0,0.1239,0.1239,0.0000
447,512,2,0.0901,0.1204,0.0303
447,1024,2,0.0901,0.1204,0.0303
447,2048,1,0.0901,0.1000,0.0099
447,4096,1,0.0901,0.1000,0.0099
448,512,8,0.1928,0.2375,0.0447
448,1024,4,0.1928,0.2147,0.0220
448,2048,2,0.1928,0.2000,0.0072
448,4096,0,0.1928,0.1928,0.0000
449,512,2,0.2586,0.2696,0.0109
449,1024,1,0.2586,0.2696,0.0109
449,2048,0,0.2586,0.2586,0.0000
449,4096,0,0.2586,0.2586,0.0000
450,512,4,0.2239,0.2519,0.0280
450,1024,3,0.2239,0.2424,0.0185
450,2048,3,0.2239,0.2424,0.0185
450,4096,1,0.2239,0.2331,0.0092
451,512,3,0.2244,0.2323,0.0079
451,1024,2,0.2244,0.2323,0.0079
451,2048,1,0.2244,0.2244,0.0000
451,4096,0,0.2244,0.2244,0.0000
452,512,5,0.1111,0.1486,0.0375
452,1024,3,0.1111,0.1333,0.0222
452,2048,2,0.1111,0.1258,0.0147
452,4096,0,0.1111,0.1111,0.0000
453,512,8,0.2313,0.2710,0.0397
453,1024,4,0.2313,0.2468,0.0156
453,2048,3,0.2313,0.2390,0.0077
453,4096,0,0.2313,0.2313,0.0000
454,512,9,0.1561,0.2048,0.0487
454,1024,4,0.1561,0.1834,0.0274
454,2048,2,0.1561,0.1696,0.0135
454,4096,0,0.1561,0.1561,0.0000
455,512,4,0.1304,0.1607,0.0303
455,1024,2,0.1304,0.1504,0.0200
455,2048,2,0.1304,0.1504,0.0200
455,4096,1,0.1304,0.1404,0.0099
456,512,7,0.1081,0.1549,0.0468
456,1024,5,0.1081,0.1389,0.0308
456,2048,2,0.1081,0.1156,0.0075
456,4096,0,0.1081,0.1081,0.0000
457,512,4,0.1638,0.1947,0.0309
457,1024,2,0.1638,0.1842,0.0204
457,2048,0,0.1638,0.1638,0.0000
457,4096,0,0.1638,0.1638,0.0000
458,512,4,0.1296,0.1437,0.0141
458,1024,2,0.1296,0.1366,0.0070
458,2048,2,0.1296,0.1366,0.0070
458,4096,0,0.1296,0.1296,0.0000
459,512,9,0.1925,0.2387,0.0462
459,1024,5,0.1925,0.2152,0.0226
459,2048,3,0.1925,0.2152,0.0226
459,4096,0,0.1925,0.1925,0.0000
460,512,2,0.1803,0.2000,0.0197
460,1024,1,0.1803,0.1901,0.0098
460,2048,0,0.1803,0.1803,0.0000
460,4096,0,0.1803,0.1803,0.0000
461,512,3,0.1188,0.1531,0.0342
461,1024,2,0.1188,0.1414,0.0226
461,2048,1,0.1188,0.1300,0.0112
461,4096,0,0.1188,0.1188,0.0000
462,512,6,0.1366,0.1731,0.0364
462,1024,3,0.1366,0.1509,0.0143
462,2048,1,0.1366,0.1366,0.0000
462,4096,0,0.1366,0.1366,0.0000
463,512,5,0.2222,0.2550,0.0328
463,1024,3,0.2222,0.2384,0.0162
463,2048,1,0.2222,0.2303,0.0080
463,4096,0,0.2222,0.2222,0.0000
464,512,9,0.1972,0.2593,0.0621
464,1024,5,0.1972,0.2409,0.0437
464,2048,3,0.1972,0.2230,0.0258
464,4096,1,0.1972,0.2057,0.0085
465,512,3,0.0818,0.1121,0.0303
465,1024,2,0.0818,0.1019,0.0200
465,2048,2,0.0818,0.1019,0.0200
465,4096,0,0.0818,0.0818,0.0000
466,512,8,0.2246,0.2426,0.0180
466,1024,3,0.2246,0.2336,0.0089
466,2048,2,0.2246,0.2336,0.0089
466,4096,0,0.2246,0.2246,0.0000
467,512,5,0.1714,0.1942,0.0227
467,1024,3,0.1714,0.1942,0.0227
467,2048,1,0.1714,0.1827,0.0113
467,4096,1,0.1714,0.1827,0.0113
468,512,2,0.2348,0.2456,0.0108
468,1024,0,0.2348,0.2348,0.0000
468,2048,0,0.2348,0.2348,0.0000
468,4096,0,0.2348,0.2348,0.0000
469,512,8,0.1006,0.1387,0.0382
469,1024,4,0.1006,0.1130,0.0124
469,2048,3,0.1006,0.1130,0.0124
469,4096,2,0.1006,0.1130,0.0124
470,512,5,0.1538,0.1871,0.0332
470,1024,3,0.1538,0.1786,0.0247
470,2048,2,0.1538,0.1702,0.0164
470,4096,1,0.1538,0.1620,0.0081
471,512,2,0.1462,0.1550,0.0089
471,1024,0,0.1462,0.1462,0.0000
471,2048,0,0.1462,0.1462,0.0000
471,4096,0,0.1462,0.1462,0.0000
472,512,5,0.0663,0.1062,0.0400
472,1024,2,0.0663,0.0793,0.0130
472,2048,2,0.0663,0.0793,0.0130
472,4096,0,0.0663,0.0663,0.0000
473,512,5,0.2483,0.2746,0.0264
473,1024,3,0.2483,0.2657,0.0175
473,2048,2,0.2483,0.2569,0.0087
473,4096,2,0.2483,0.2569,0.0087
474,512,3,0.1796,0.2012,0.0216
474,1024,1,0.1796,0.1867,0.0071
474,2048,1,0.1796,0.1867,0.0071
474,4096,0,0.1796,0.1796,0.0000
475,512,9,0.1358,0.2026,0.0668
475,1024,6,0.1358,0.1795,0.0437
475,2048,2,0.1358,0.1500,0.0142
475,4096,1,0.1358,0.1429,0.0071
476,512,6,0.3012,0.3091,0.0079
476,1024,4,0.3012,0.3091,0.0079
476,2048,3,0.3012,0.3091,0.0079
476,4096,1,0.3012,0.3091,0.0079
477,512,2,0.1622,0.1835,0.0213
477,1024,0,0.1622,0.1622,0.0000
477,2048,0,0.1622,0.1622,0.0000
477,4096,0,0.1622,0.1622,0.0000
478,512,9,0.2308,0.2743,0.0436
478,1024,3,0.2308,0.2522,0.0214
478,2048,1,0.2308,0.2414,0.0106
478,4096,0,0.2308,0.2308,0.0000
479,512,9,0.2075,0.2632,0.0556
479,1024,5,0.2075,0.2308,0.0232
479,2048,1,0.2075,0.2075,0.0000
479,4096,0,0.2075,0.2075,0.0000
480,512,1,0.1724,0.1724,0.0000
480,1024,1,0.1724,0.1724,0.0000
480,2048,0,0.1724,0.1724,0.0000
480,4096,0,0.1724,0.1724,0.0000
481,512,2,0.0987,0.1060,0.0073
481,1024,2,0.0987,0.1060,0.0073
481,2048,1,0.0987,0.1060,0.0073
481,4096,1,0.0987,0.1060,0.0073
482,512,7,0.1829,0.2278,0.0449
482,1024,3,0.1829,0.2050,0.0220
482,2048,2,0.1829,0.1975,0.0146
482,4096,1,0.1829,0.1902,0.0073
483,512,1,0.1729,0.1818,0.0089
483,1024,1,0.1729,0.1818,0.0089
483,2048,0,0.1729,0.1729,0.0000
483,4096,0,0.1729,0.1729,0.0000
484,512,7,0.1639,0.2241,0.0602
484,1024,3,0.1639,0.1833,0.0194
484,2048,1,0.1639,0.1639,0.0000
484,4096,0,0.1639,0.1639,0.0000
485,512,3,0.1280,0.1491,0.0210
485,1024,1,0.1280,0.1350,0.0069
485,2048,0,0.1280,0.1280,0.0000
485,4096,0,0.1280,0.1280,0.0000
486,512,7,0.2574,0.3093,0.0519
486,1024,6,0.2574,0.2959,0.0385
486,2048,3,0.2574,0.2700,0.0126
486,4096,0,0.2574,0.2574,0.0000
487,512,8,0.1752,0.2290,0.0538
487,1024,6,0.1752,0.2105,0.0353
487,2048,4,0.1752,0.2105,0.0353
487,4096,2,0.1752,0.1926,0.0174
488,512,1,0.1770,0.1875,0.0105
488,1024,1,0.1770,0.1875,0.0105
488,2048,1,0.1770,0.1875,0.0105
488,4096,0,0.1770,0.1770,0.0000
489,512,14,0.1544,0.2555,0.1011
489,1024,11,0.1544,0.2286,0.0742
489,2048,8,0.1544,0.2028,0.0484
489,4096,3,0.1544,0.1781,0.0237
490,512,12,0.1000,0.1543,0.0543
490,1024,3,0.1000,0.1131,0.0131
490,2048,1,0.1000,0.1000,0.0000
490,4096,0,0.1000,0.1000,0.0000
491,512,7,0.1554,0.1875,0.0321
491,1024,3,0.1554,0.1712,0.0158
491,2048,3,0.1554,0.1712,0.0158
491,4096,1,0.1554,0.1554,0.0000
492,512,7,0.1655,0.2090,0.0435
492,1024,3,0.1655,0.1825,0.0170
492,2048,3,0.1655,0.1825,0.0170
492,4096,1,0.1655,0.1739,0.0084
493,512,5,0.2258,0.2583,0.0325
493,1024,2,0.2258,0.2338,0.0080
493,2048,1,0.2258,0.2258,0.0000
493,4096,0,0.2258,0.2258,0.0000
494,512,5,0.1194,0.1538,0.0344
494,1024,5,0.1194,0.1538,0.0344
494,2048,2,0.1194,0.1278,0.0084
494,4096,0,0.1194,0.1194,0.0000
495,512,3,0.2214,0.2391,0.0177
495,1024,2,0.2214,0.2302,0.0088
495,2048,1,0.2214,0.2214,0.0000
495,4096,0,0.2214,0.2214,0.0000
496,512,3,0.1729,0.1818,0.0089
496,1024,0,0.1729,0.1729,0.0000
496,2048,0,0.1729,0.1729,0.0000
496,4096,0,0.1729,0.1729,0.0000
497,512,5,0.2143,0.2339,0.0196
497,1024,2,0.2143,0.2240,0.0097
497,2048,2,0.2143,0.2240,0.0097
497,4096,1,0.2143,0.2240,0.0097
498,512,5,0.1894,0.2077,0.0183
498,1024,2,0.1894,0.1985,0.0091
498,2048,2,0.1894,0.1985,0.0091
498,4096,0,0.1894,0.1894,0.0000
499,512,4,0.1176,0.1515,0.0339
499,1024,3,0.1176,0.1400,0.0224
499,2048,2,0.1176,0.1287,0.0111
499,4096,0,0.1176,0.1176,0.0000
500,512,12,0.1644,0.2074,0.0429
500,1024,3,0.1644,0.1749,0.0104
500,2048,3,0.1644,0.1749,0.0104
500,4096,1,0.1644,0.1644,0.0000
501,512,1,0.2658,0.2821,0.0162
501,1024,1,0.2658,0.2821,0.0162
501,2048,0,0.2658,0.2658,0.0000
501,4096,0,0.2658,0.2658,0.0000
502,512,3,0.2500,0.2719,0.0219
502,1024,0,0.2500,0.2500,0.0000
502,2048,0,0.2500,0.2500,0.0000
502,4096,0,0.2500,0.2500,0.0000
503,512,8,0.1978,0.2316,0.0338
503,1024,5,0.1978,0.2247,0.0269
503,2048,3,0.1978,0.2111,0.0133
503,4096,1,0.1978,0.2044,0.0066
504,512,7,0.1274,0.1645,0.0371
504,1024,2,0.1274,0.1346,0.0072
504,2048,1,0.1274,0.1274,0.0000
504,4096,0,0.1274,0.1274,0.0000
505,512,2,0.1849,0.2051,0.0203
505,1024,0,0.1849,0.1849,0.0000
505,2048,0,0.1849,0.1849,0.0000
505,4096,0,0.1849,0.1849,0.0000
506,512,5,0.2846,0.2846,0.0000
506,1024,2,0.2846,0.2846,0.0000
506,2048,2,0.2846,0.2846,0.0000
506,4096,0,0.2846,0.2846,0.0000
507,512,7,0.1194,0.1538,0.0344
507,1024,3,0.1194,0.1364,0.0170
507,2048,1,0.1194,0.1278,0.0084
507,4096,0,0.1194,0.1194,0.0000
508,512,2,0.1875,0.2128,0.0253
508,1024,1,0.1875,0.2000,0.0125
508,2048,1,0.1875,0.2000,0.0125
508,4096,1,0.1875,0.2000,0.0125
509,512,5,0.0976,0.1345,0.0369
509,1024,1,0.0976,0.1066,0.0090
509,2048,0,0.0976,0.0976,0.0000
509,4096,0,0.0976,0.0976,0.0000
510,512,3,0.2437,0.2542,0.0105
510,1024,1,0.2437,0.2437,0.0000
510,2048,0,0.2437,0.2437,0.0000
510,4096,0,0.2437,0.2437,0.0000
511,512,7,0.1679,0.2240,0.0561
511,1024,6,0.1679,0.2143,0.0463
511,2048,2,0.1679,0.1769,0.0090
511,4096,1,0.1679,0.1769,0.0090
512,512,3,0.1473,0.1654,0.0181
512,1024,2,0.1473,0.1654,0.0181
512,2048,2,0.1473,0.1654,0.0181
512,4096,0,0.1473,0.1473,0.0000
513,512,9,0.1512,0.1928,0.0416
513,1024,2,0.1512,0.1512,0.0000
513,2048,1,0.1512,0.1512,0.0000
513,4096,1,0.1512,0.1512,0.0000
514,512,7,0.1789,0.2185,0.0396
514,1024,3,0.1789,0.1983,0.0195
514,2048,2,0.1789,0.1885,0.0097
514,4096,0,0.1789,0.1789,0.0000
515,512,4,0.2000,0.2381,0.0381
515,1024,0,0.2000,0.2000,0.0000
515,2048,0,0.2000,0.2000,0.0000
515,4096,0,0.2000,0.2000,0.0000
516,512,1,0.1019,0.1121,0.0103
516,1024,1,0.1019,0.1121,0.0103
516,2048,1,0.1019,0.1121,0.0103
516,4096,0,0.1019,0.1019,0.0000
517,512,8,0.2617,0.2789,0.0172
517,1024,4,0.2617,0.2703,0.0085
517,2048,4,0.2617,0.2703,0.0085
517,4096,0,0.2617,0.2617,0.0000
518,512,9,0.1914,0.2372,0.0458
518,1024,4,0.1914,0.2138,0.0225
518,2048,1,0.1914,0.1914,0.0000
518,4096,0,0.1914,0.1914,0.0000
519,512,12,0.2019,0.2427,0.0408
519,1024,6,0.2019,0.2190,0.0172
519,2048,3,0.2019,0.2075,0.0057
519,4096,1,0.2019,0.2075,0.0057
520,512,7,0.1731,0.2200,0.0469
520,1024,1,0.1731,0.1806,0.0076
520,2048,1,0.1731,0.1806,0.0076
520,4096,1,0.1731,0.1806,0.0076
521,512,8,0.2101,0.2652,0.0550
521,1024,7,0.2101,0.2556,0.0455
521,2048,4,0.2101,0.2370,0.0269
521,4096,0,0.2101,0.2101,0.0000
522,512,7,0.1562,0.2033,0.0470
522,1024,3,0.1562,0.1935,0.0373
522,2048,2,0.1562,0.1840,0.0277
522,4096,2,0.1562,0.1840,0.0277
523,512,9,0.2147,0.2375,0.0228
523,1024,5,0.2147,0.2375,0.0228
523,2048,2,0.2147,0.2222,0.0075
523,4096,1,0.2147,0.2222,0.0075
524,512,4,0.0909,0.1200,0.0291
524,1024,1,0.0909,0.0980,0.0071
524,2048,0,0.0909,0.0909,0.0000
524,4096,0,0.0909,0.0909,0.0000
525,512,4,0.1357,0.1606,0.0249
525,1024,1,0.1357,0.1439,0.0082
525,2048,1,0.1357,0.1439,0.0082
525,4096,1,0.1357,0.1439,0.0082
526,512,7,0.1058,0.1359,0.0300
526,1024,3,0.1058,0.1117,0.0059
526,2048,3,0.1058,0.1117,0.0059
526,4096,0,0.1058,0.1058,0.0000
527,512,2,0.1333,0.1418,0.0085
527,1024,0,0.1333,0.1333,0.0000
527,2048,0,0.1333,0.1333,0.0000
527,4096,0,0.1333,0.1333,0.0000
528,512,4,0.2097,0.2500,0.0403
528,1024,2,0.2097,0.2295,0.0198
528,2048,1,0.2097,0.2195,0.0098
528,4096,1,0.2097,0.2195,0.0098
529,512,8,0.1481,0.2016,0.0534
529,1024,3,0.1481,0.1742,0.0261
529,2048,1,0.1481,0.1567,0.0086
529,4096,0,0.1481,0.1481,0.0000
530,512,3,0.0708,0.1000,0.0292
530,1024,3,0.0708,0.1000,0.0292
530,2048,3,0.0708,0.1000,0.0292
530,4096,1,0.0708,0.0804,0.0096
531,512,6,0.2131,0.2437,0.0306
531,1024,2,0.2131,0.2231,0.0100
531,2048,1,0.2131,0.2131,0.0000
531,4096,1,0.2131,0.2131,0.0000
532,512,4,0.1172,0.1440,0.0268
532,1024,1,0.1172,0.1260,0.0088
532,2048,1,0.1172,0.1260,0.0088
532,4096,1,0.1172,0.1260,0.0088
533,512,4,0.1570,0.1765,0.0194
533,1024,1,0.1570,0.1570,0.0000
533,2048,1,0.1570,0.1570,0.0000
533,4096,1,0.1570,0.1570,0.0000
534,512,5,0.1389,0.1799,0.0410
534,1024,1,0.1389,0.1469,0.0080
534,2048,0,0.1389,0.1389,0.0000
534,4096,0,0.1389,0.1389,0.0000
535,512,2,0.2743,0.2857,0.0114
535,1024,1,0.2743,0.2857,0.0114
535,2048,1,0.2743,0.2857,0.0114
535,4096,1,0.2743,0.2857,0.0114
536,512,3,0.2000,0.2233,0.0233
536,1024,0,0.2000,0.2000,0.0000
536,2048,0,0.2000,0.2000,0.0000
536,4096,0,0.2000,0.2000,0.0000
537,512,5,0.1364,0.1719,0.0355
537,1024,3,0.1364,0.1538,0.0175
537,2048,1,0.1364,0.1450,0.0087
537,4096,0,0.1364,0.1364,0.0000
538,512,1,0.2244,0.2323,0.0079
538,1024,0,0.2244,0.2244,0.0000
538,2048,0,0.2244,0.2244,0.0000
538,4096,0,0.2244,0.2244,0.0000
539,512,4,0.1111,0.1377,0.0266
539,1024,2,0.1111,0.1243,0.0131
539,2048,1,0.1111,0.1176,0.0065
539,4096,0,0.1111,0.1111,0.0000
540,512,3,0.1129,0.1405,0.0276
540,1024,1,0.1129,0.1220,0.0090
540,2048,0,0.1129,0.1129,0.0000
540,4096,0,0.1129,0.1129,0.0000
541,512,3,0.1216,0.1293,0.0076
541,1024,2,0.1216,0.1293,0.0076
541,2048,1,0.1216,0.1216,0.0000
541,4096,0,0.1216,0.1216,0.0000
542,512,8,0.2482,0.2955,0.0473
542,1024,1,0.2482,0.2574,0.0092
542,2048,0,0.2482,0.2482,0.0000
542,4096,0,0.2482,0.2482,0.0000
543,512,8,0.1901,0.2336,0.0434
543,1024,5,0.1901,0.2158,0.0257
543,2048,3,0.1901,0.2071,0.0170
543,4096,1,0.1901,0.1986,0.0084
544,512,17,0.1111,0.1659,0.0548
544,1024,10,0.1111,0.1404,0.0292
544,2048,6,0.1111,0.1255,0.0144
544,4096,2,0.1111,0.1207,0.0096
545,512,6,0.1455,0.1776,0.0321
545,1024,2,0.1455,0.1667,0.0212
545,2048,1,0.1455,0.1560,0.0105
545,4096,0,0.1455,0.1455,0.0000
546,512,1,0.1314,0.1314,0.0000
546,1024,0,0.1314,0.1314,0.0000
546,2048,0,0.1314,0.1314,0.0000
546,4096,0,0.1314,0.1314,0.0000
547,512,3,0.1273,0.1589,0.0316
547,1024,2,0.1273,0.1481,0.0209
547,2048,2,0.1273,0.1481,0.0209
547,4096,0,0.1273,0.1273,0.0000
548,512,1,0.1609,0.1744,0.0135
548,1024,1,0.1609,0.1744,0.0135
548,2048,0,0.1609,0.1609,0.0000
548,4096,0,0.1609,0.1609,0.0000
549,512,2,0.2190,0.2370,0.0181
549,1024,2,0.2190,0.2370,0.0181
549,2048,0,0.2190,0.2190,0.0000
549,4096,0,0.2190,0.2190,0.0000
550,512,5,0.1898,0.2074,0.0176
550,1024,1,0.1898,0.1985,0.0087
550,2048,1,0.1898,0.1985,0.0087
550,4096,1,0.1898,0.1985,0.0087
551,512,6,0.1667,0.2174,0.0507
551,1024,3,0.1667,0.1966,0.0299
551,2048,3,0.1667,0.1966,0.0299
551,4096,2,0.1667,0.1864,0.0198
552,512,4,0.1522,0.1778,0.0256
552,1024,3,0.1522,0.1778,0.0256
552,2048,3,0.1522,0.1778,0.0256
552,4096,0,0.1522,0.1522,0.0000
553,512,4,0.1731,0.1961,0.0230
553,1024,2,0.1731,0.1845,0.0114
553,2048,1,0.1731,0.1845,0.0114
553,4096,0,0.1731,0.1731,0.0000
554,512,2,0.2109,0.2302,0.0192
554,1024,0,0.2109,0.2109,0.0000
554,2048,0,0.2109,0.2109,0.0000
554,4096,0,0.2109,0.2109,0.0000
555,512,8,0.2532,0.2774,0.0243
555,1024,5,0.2532,0.2692,0.0161
555,2048,2,0.2532,0.2532,0.0000
555,4096,0,0.2532,0.2532,0.0000
556,512,3,0.1250,0.1408,0.0158
556,1024,3,0.1250,0.1408,0.0158
556,2048,2,0.1250,0.1329,0.0079
556,4096,2,0.1250,0.1329,0.0079
557,512,5,0.1934,0.2203,0.0270
557,1024,1,0.1934,0.2000,0.0066
557,2048,0,0.1934,0.1934,0.0000
557,4096,0,0.1934,0.1934,0.0000
558,512,0,0.2534,0.2534,0.0000
558,1024,0,0.2534,0.2534,0.0000
558,2048,0,0.2534,0.2534,0.0000
558,4096,0,0.2534,0.2534,0.0000
559,512,7,0.1774,0.2373,0.0599
559,1024,3,0.1774,0.1967,0.0193
559,2048,2,0.1774,0.1967,0.0193
559,4096,0,0.1774,0.1774,0.0000
560,512,3,0.1429,0.1636,0.0208
560,1024,0,0.1429,0.1429,0.0000
560,2048,0,0.1429,0.1429,0.0000
560,4096,0,0.1429,0.1429,0.0000
561,512,6,0.1154,0.1600,0.0446
561,1024,3,0.1154,0.1417,0.0263
561,2048,1,0.1154,0.1240,0.0086
561,4096,1,0.1154,0.1240,0.0086
562,512,4,0.1030,0.1166,0.0135
562,1024,3,0.1030,0.1166,0.0135
562,2048,3,0.1030,0.1166,0.0135
562,4096,0,0.1030,0.1030,0.0000
563,512,1,0.2385,0.2481,0.0096
563,1024,1,0.2385,0.2481,0.0096
563,2048,1,0.2385,0.2481,0.0096
563,4096,0,0.2385,0.2385,0.0000
564,512,3,0.1818,0.2000,0.0182
564,1024,2,0.1818,0.2000,0.0182
564,2048,2,0.1818,0.2000,0.0182
564,4096,2,0.1818,0.2000,0.0182
565,512,3,0.1437,0.1509,0.0072
565,1024,2,0.1437,0.1509,0.0072
565,2048,1,0.1437,0.1437,0.0000
565,4096,0,0.1437,0.1437,0.0000
566,512,4,0.2119,0.2435,0.0316
566,1024,2,0.2119,0.2222,0.0104
566,2048,1,0.2119,0.2222,0.0104
566,4096,0,0.2119,0.2119,0.0000
567,512,5,0.1667,0.2233,0.0566
567,1024,3,0.1667,0.2000,0.0333
567,2048,2,0.1667,0.1887,0.0220
567,4096,1,0.1667,0.1776,0.0109
568,512,7,0.2298,0.2692,0.0394
568,1024,3,0.2298,0.2453,0.0155
568,2048,2,0.2298,0.2453,0.0155
568,4096,2,0.2298,0.2453,0.0155
569,512,3,0.1743,0.1963,0.0219
569,1024,2,0.1743,0.1852,0.0109
569,2048,2,0.1743,0.1852,0.0109
569,4096,0,0.1743,0.1743,0.0000
570,512,3,0.1835,0.2170,0.0335
570,1024,1,0.1835,0.1944,0.0110
570,2048,0,0.1835,0.1835,0.0000
570,4096,0,0.1835,0.1835,0.0000
571,512,9,0.1200,0.1507,0.0307
571,1024,5,0.1200,0.1351,0.0151
571,2048,2,0.1200,0.1200,0.0000
571,4096,1,0.1200,0.1200,0.0000
572,512,4,0.0962,0.1287,0.0326
572,1024,2,0.0962,0.1068,0.0106
572,2048,1,0.0962,0.0962,0.0000
572,4096,0,0.0962,0.0962,0.0000
573,512,5,0.1167,0.1552,0.0385
573,1024,3,0.1167,0.1356,0.0189
573,2048,2,0.1167,0.1261,0.0094
573,4096,0,0.1167,0.1167,0.0000
574,512,10,0.1775,0.2284,0.0509
574,1024,4,0.1775,0.1988,0.0213
574,2048,3,0.1775,0.1916,0.0141
